,magnitude,people
1511,-82.0,10
1512,-58.5,10
1513,-49.0,7
1514,-49.5,7
1515,-33.5,10
1516,13.5,9
1517,-32.5,7
1518,-93.0,7
1519,-61.5,9
1520,-68.5,6
1521,-46.5,5
1522,-25.0,6
1523,-67.5,5
1524,-91.5,6
1525,-13.5,5
1526,24.0,7
1527,-31.0,6
1528,-44.0,7
1529,-59.0,7
1530,-69.5,8
1531,-73.0,9
1532,-77.5,8
1533,-78.5,6
